,Customer Name,Ratio Match,Ratio Score,Partial Ratio Match,Partial Score,Token Sort Match,Token Sort Score,Token Set Match,Token Set Score
4894,NEW ENGLAND INSURANCE CO,,,,,,,,
4895,UMAYR HABIB,,,,,,,,
4896,URWAH MOUSTAFA,,,,,,,,
4897,AKBAR RAD,,,,,,,,
4898,YAR BASHER,,,,,,,,
4899,THAMAN TAHERI,,,,,,,,
4900,FALAH MITRI,,,,,,,,
4901,CLAUDIUS BROWN,,,,,,,,
4902,YAR KABER,,,,,,,,
4903,ROSALYN JONES,,,,,,,,
4904,NEDDY HARRIS,,,,,,,,
4905,CHRISTY JONES,,,,,,,,
4906,MUSLIH MADY,,,,,,,,
4907,ABDUL-MAJID FAWAZ,,,,,,,,
4908,ABDUL JABAAR SAMARA,,,MARA ,100,,,,
4909,ABDUS-SAMEEI GULER,,,,,,,,
4910,NIZZAR ABDOU,,,,,,,,
4911,LEWISS JONES,,,,,,,,
4912,DABIR HUSSAIN,,,,,,,,
4913,TUDOR INSURANCE COMPANY,,,,,,,IRAN INSURANCE COMPANY; BIMEH IRAN; ,85
4914,JENNIE SMITH,,,,,,,,
4915,GRANNY EDWARDS,,,,,,,,
4916,GARWOOD SMITH,,,,,,,,
4917,RASHID JAFRI,,,,,,,,
4918,TALIB AWAN,,,,,,,,
4919,FRITZ JONES,,,,,,,,
4920,FALAH DOUD,,,,,,,,
4921,BATAL IDRIS,,,,,,,,
4922,TAMMAM SANI,,,SANIA ,89,,,,
4923,ORA TAYLOR,,,,,,,,
4924,SAD MINA,,,"MINA'I, MOHAMMAD; MINAEE, MUHAMED; ",88,,,,
4925,NAZUK SIDDIQI,,,,,,,,
4926,MUFIDAH NAIM,,,,,,,,
4927,AALTO AIRLINES ,,,,,,,,
4928,ROSEMARY JONES,,,,,,,,
4929,IAN JONES,,,,,,,,
4930,ILM NAZAR,,,,,,,,
4931,AKHLAQ SALA,,,,,,,,
4932,AZADEH SHAFI,,,,,,,,
4933,DAVY LOPEZ,,,,,,,,
4934,OLIA JONES,,,,,,,,
4935,AZAD SALIH,,,,,,,,
4936,YAGHNAM BAHRI,,,,,,,,
4937,TRANS UNITED AIRWAYS ,,,,,,,,
4938,HALIM SAAD,,,,,,,,
4939,NABIL AMIRI,,,,,,,,
4940,SIGISMUND HALL,,,SIG ,100,,,,
4941,FAZAL SHAHEEN,,,,,,,,
4942,HUMD JABER,,,,,,,,
4943,PABLO BROWN,,,,,,,,
4944,ADAN RODRIGUEZ,,,"PARADA RODRIGUEZ, ALEX OSWALDO  LA PANTERA",93,,,,
4945,ALON WRIGHT,,,,,,,,
4946,JEREMIAS WOOD,,,,,,,,
4947,RIFA'AH SAWAYA,,,,,,,,
4948,TOMMIE ROSS,,,,,,,,
4949,WATER AND POWER,,,,,,,,
4950,HUSNA DAWOOD,,,,,,,,
4951,INAAM RAHMAN,,,,,,,,
4952,AHNAF DIAB,,,,,,,,
4953,MUSHTAQ MAROUN,,,,,,,,
4954,ALA MIAN,,,,,,,,
4955,TRAVERS HERNANDEZ,,,"CONTRERAS HERNANDEZ, MARLENY JOSEFINA; CONTRERAS, MARLENY; CONTRERAS DE CABELLO, MARLENY JOSEFINA; ",88,,,,
4956,AAQILAH MINHAS,,,,,,,,
4957,ABDUL RAUF JABOUR,,,,,,,,
4958,AVE TAYLOR,,,,,,,,
4959,AHLAM SABIR,,,,,,,,
4960,AKEEM SAFI,,,,,,,,
4961,GUNTHER SMITH,,,,,,,,
4962,SUBBIHA GHATTAS,,,,,,,,
4963,BOBBIE PATERSON,,,,,,,,
4964,ARNOLD WILLIAMS,,,,,,,,
4965,QAMEER ABOUD,,,,,,,,
4966,GRINGOTTS,,,,,,,,
4967,ABDUL MUHYEE SAADE,,,,,,,,
4968,RAWAHAH GAD,,,,,,,,
4969,"HUMANA HEALTH PLAN, INC.",,,,,,,,
4970,BRUNO JONES,,,,,,,,
4971,ABDUL QADIR JAVID,,,,,,,,
4972,ISAHELLA MACKAY,,,,,,,,
4973,"ZENITH ADMINISTRATORS, INC.",,,,,,,,
4974,DAUD RAUF,,,,,,,,
4975,IYAAS ALAM,,,,,,,,
4976,MUDAR NOURI,,,,,,,,
4977,ABDUL SABUR BACCUS,,,,,,,,
4978,NICOLAS MACKENZIE,,,,,,,,
4979,BURAYD SALIH,,,,,,,,
4980,AVERIL HUGHES,,,,,,,,
4981,ZULAYM RAMIN,,,,,,,,
4982,MARWA KASSEM,,,,,,,,
4983,YAFI ALI,,,,,,,,
4984,INSURANCE CO OF THE AMERICAS,,,,,,,,
4985,KATUSHA JONES,,,,,,,,
4986,MASOUD MUSTAFA,,,"AL-WARFALLI, MAHMUD; AL-WERFALLI, MAHMOUD MUSTAFA BUSAYF; ",86,,,,
4987,RITCHIE WALKER,,,,,,,,
4988,RIYASAT ALLEE,,,,,,,,
4989,BARTY THOMAS,,,,,,,,
4990,PENNSYLVANIA LIFE INS CO,,,,,,,,
4991,WASHINGTON INTERNATIONAL INS CO,,,NIA INTERNATIONAL ,88,,,U.I. INTERNATIONAL ,87
4992,WAJIH UDDIN,,,,,,,,
4993,HUJAYYAH ARAFAT,,,,,,,,
4994,ARCHIE MARTIN,,,ARTIN ,100,,,,
4995,HAZIM GULER,,,,,,,,
4996,ABDUL AZEEZ HODA,,,,,,,,
4997,BAYHAS AMER,,,,,,,,
4998,TYNAN EDWARDS,,,,,,,,
4999,MURDOCK WRIGHT,,,,,,,,
5000,BRIGG TAYLOR,,,,,,,,
5001,KHUNAYS LODI,,,,,,,,
5002,BULHUT NAQVI,,,,,,,,
5003,NADIMAH KAMEL,,,,,,,,
5004,HARITH KHATIB,,,,,,,,
5005,ABDUL AWWAL NOORANI,,,,,,,,
5006,MUBARAQ HUQ,,,,,,,,
5007,DARN KENNEDY,,,,,,,,
5008,MA'N SHAMS,,,,,,,,
5009,FARZANA AYUB,,,,,,,,
5010,ALVY JONES,,,,,,,,
5011,JAHFAR SHAHIDI,,,,,,,,
5012,PETER FOSTER,,,,,,,,
5013,ALIM ULLAH,,,,,,,HAJI KHAIRULLAH HAJI SATTAR MONEY EXCHANGE; HAJI KHAIRULLAH-HAJI SATTAR SARAFI; HAJI KHAIRULLAH AND ABDUL SATTAR AND COMPANY; HAJI KHAIRULLAH MONEY EXCHANGE; HAJI KHAIR ULLAH MONEY SERVICE; HAJI SALAM HAWALA; HAJI HAKIM HAWALA; HAJI ALIM HAWALA; ,100
5014,SANAWBAR CAN,,,,,,,,
5015,ABDUL-JABBAR BEN,,,ABBA ,100,,,"JABBAR, ABDUL; JABAR, ABDUL; ",86
5016,RIYAD MOGHADDAM,,,,,,,,
5017,ABDUS SHAFI HAMDAN,,,HAMD ,100,,,,
5018,ANIS GALLA,,,,,,,,
5019,GASPARD EDWARDS,,,,,,,,
5020,DURRAH RAHMAN,,,,,,,,
5021,ABDUL MUHSI OBEID,,,,,,,,
5022,ABDUL-AALEE NAWAZ,,,,,,,,
5023,IRAM MANSUR,,,,,,,,
5024,CONNIE LEE INSURANCE CO,,,,,,,,
5025,RAMADAN HAI,,,,,,,,
5026,SHUAYB SALEM,,,,,,,,
5027,MISBAH HASHMI,,,,,,,,
5028,ARTHER SMITH,,,,,,,,
5029,JOACHIM HARRIS,,,,,,,,
5030,STEARNE PHILLIPS,,,,,,,,
5031,WADIAH MITRI,,,,,,,,
5032,HORTEN DAVIES,,,,,,,,
5033,SAYYAR MADY,,,,,,,,
5034,NIBRAS ATTAR,,,,,,,,
5035,FRED SMITH,,,,,,,,
5036,SADID HANIF,,,,,,,,
5037,GEORGES JONES,,,,,,,,
5038,DALLAS GARCIA,,,,,,,,
5039,ROONEY JONES,,,,,,,,
5040,PATTY DAVIES,,,,,,,,
5041,IDRIS SHEHATA,,,,,,,,
5042,KHALIL AL ALLAH ABDALLA,,,,,,,,
5043,OTHELLO SMITH,,,,,,,,
5044,ADEL ROBERTS,,,,,,,,
5045,NADIM MORAD,,,,,,,,
5046,HERMIE SMITH,,,,,,,,
5047,YUSR KADER,,,,,,,,
5048,KAMAL NOOR,,,,,,,,
5049,PRODUCERS AGRICULTURE INS CO,,,,,,,,
5050,AKEEM FIRMAN,,,,,,,,
5051,HIJAB ISHMAEL,,,,,,,,
5052,JILLEEN GARCIA,,,,,,,,
5053,AZLAN BEGUM,,,,,,,,
5054,ABDUL BADEE FARMAN,,,,,,,,
5055,AZEEM SALLOUM,,,,,,,,
5056,DOMINGA JONES,,,,,,,,
5057,SUHAIL MASRI,,,,,,,,
5058,HIRSCH COOPER,,,,,,,,
5059,RADDY HARRISON,,,,,,,,
5060,LAZARE WILSON,,,,,,,,
5061,PARRISH COMMUNICATIONS ,,,,,,,,
5062,AMER MANNAN,,,HERMANN ,86,,,,
5063,KINZA POUR,,,OURA ,86,,,,
5064,SULAYMAN HAFEEZ,,,,,,,,
5065,BARBARA-ANNE WILLIAMS,,,,,,,,
5066,CHRISTINE ROBERTS,,,,,,,,
5067,GHAYDA SHEIKH,,,,,,,,
5068,NAJAT MUHAMMAD,,,"AL-'AJMI, HAJJAJ FAHD HAJJAJ MUHAMMAD SHABIB; AL-AJMI, HIJAJ FAHID HIJAJ MUHAMMAD SABIB; AL-ACMI, HICAC FEHID HICAC MUHAMMED SEBIB; AL-AJMI, HAJJAJ BIN-FAHAD; AL-AJAMI, SHEIKH HAJAJ; AL-AJAMI, HAJAJ; AJAMI, AJAJ; ",86,,,,
5069,HARMON TAYLOR,,,,,,,,
5070,RAFEEK RAHAIM,,,,,,,,
5071,ABDUSH SHAHID SHAKOOR,,,,,,,,
5072,BASHIRAH QAZI,,,,,,,,
5073,ASIYA SADRI,,,,,,,,
5074,MUTAHHIR FARMAN,,,,,,,,
5075,AMERICAN FAMILY HOME INS CO,,,,,,,,
5076,ABDUL AZEEZ HAMDAN,,,HAMD ,100,,,,
5077,RICCARDO RILEY,,,,,,,,
5078,CARRYS CANDLES,,,,,,,,
5079,FIRYAL BADIE,,,,,,,,
5080,HAZAR RADWAN,,,,,,,,
5081,NAJEEB SARWAR,,,,,,,,
5082,RISHMAK PRODUCTIVE & EXPORTS COMPANY,,,RISHMAK PRODUCTIVE & EXPORTS COMPANY; RISHMAK COMPANY; SHERKAT-E TOLID VA SADERAT-E RISHMAK; RISHMAK PRODUCTION AND EXPORT COMPANY; RISHMAK EXPORT AND MANUFACTURING P.J.S.; RISHMAK PRODUCTIVE AND EXPORTS COMPANY; ,100,,,RISHMAK PRODUCTIVE & EXPORTS COMPANY; RISHMAK COMPANY; SHERKAT-E TOLID VA SADERAT-E RISHMAK; RISHMAK PRODUCTION AND EXPORT COMPANY; RISHMAK EXPORT AND MANUFACTURING P.J.S.; RISHMAK PRODUCTIVE AND EXPORTS COMPANY; ,100
5083,ARIO BROWN,,,,,,,,
5084,NEILL HARRISON,,,,,,,,
5085,TAWBAH KHALAF,,,,,,,,
5086,CAMILLA SMITH,,,,,,,,
5087,HAYAM MATAR,,,,,,,,
5088,HART THOMAS,,,,,,,,
5089,FIONA RICHARDS,,,,,,,,
5090,HALEEM MAJEED,,,,,,,,
5091,ZARRAR SESAY,,,,,,,,
5092,BARNABE WHITE,,,,,,,,
5093,KHALEEQ CAN,,,,,,,,
5094,ARIF MATTAR,,,,,,,,
5095,HAMMAM RAHIMI,,,,,,,,
5096,ABDUL ALI BASHA,,,,,,,,
5097,FAJARUDDIN SAEED,,,,,,,,
5098,SUMAIYAH ABAD,,,BADR ,86,,,,
5099,SAFWAH FARRAH,,,,,,,,
5100,NAWWAL MORAD,,,,,,,,
5101,SAMMAN ABDOO,,,,,,,,
5102,ABDUL-HAQQ MUHAMMAD,,,,,,,"SYAWAL, YASSIN; MOCHTAR, YASIN MAHMUD; MUBAROK, MUHAMAD; SYAWAL, MUHAMMAD; YASIN, ABDUL HADI; YASIN, SALIM; YASIN, SYAWAL; MUBARAK, LAODE AGUSSALIM; MUHAMMAD, USTAD HAJI LAUDI AGUS SALIM; KHAN, MOHD SHAHWAL; IDA, LAODE;  ABU MUAMAR; ABU SETA; MAHMUD; AGUS SALIM.",85
5103,DARRYL MASON,,,,,,,,
5104,MICHAEL SCOTT PAPER COMPANY ,,,,,,,,
5105,CHRISTOFORO SMITH,,,,,,,,
5106,ALLISON JOYCE,,,,,,,,
5107,AMMAR HALLAL,,,,,,,,
5108,MUSTAJAB KAMARA,,,MARA ,100,,,,
5109,LUCIAS JOHNSON,,,,,,,,
5110,SAYFIYY ULLAH,,,,,,,,
5111,PERREN JONES,,,,,,,,
5112,MAG SMITH,,,,,,,,
5113,HERCULIE HALL,,,,,,,,
5114,ARZU HANNAN,,,,,,,,
5115,COMMERCIAL RISK RE-INSURANCE CO,,,,,,,,
5116,IJLI OTHMAN,,,,,,,,
5117,KETTIE SPENCER,,,,,,,,
5118,UMAYYAH KHALID,,,,,,,,
5119,BRADAN THOMAS,,,,,,,,
5120,ABDUR-RAHEEM JABBAR,,,ABBA ,100,,,,
5121,MOUNIR ZAKI,,,,,,,,
5122,RUKHSAR SAFAR,,,,,,,,
5123,FEEROZAH ABOUD,,,,,,,,
5124,ADEEB SIDDIQUI,,,,,,,,
5125,FADIL HUSSAIN,,,"ALWAN, ALLAIDIN HUSSAIN; ALWAN, ALLA IDIN HUSSAIN; ",85,,,,
5126,WAVERLEY MARTIN,,,ARTIN ,100,,,,
5127,FUDAIL ABBAS,,,ABBA ,100,,,,
5128,PAYTON WILLIAMS,,,,,,,,
5129,SAFIYY MATTAR,,,,,,,,
5130,RUSHDI LAHAM,,,,,,,,
5131,PORTIE SMITH,,,,,,,,
5132,JAKE SMITH,,,,,,,,
5133,FAHYIM ALI,,,,,,,,
5134,RAYN ABDUL,,,,,,,,
5135,UMAYNAH HOQUE,,,,,,,,
5136,NA'IL BACHO,,,,,,,,
5137,ABDUL GHAFOOR RABBANI,,,ABBA ,100,,,,
5138,BAASIM AFZAL,,,,,,,,
5139,SADIYAH MASRI,,,,,,,,
5140,WAHIB AZAD,,,,,,,,
5141,DRU WILLIAMS,,,,,,,,
5142,HOORIYA KHATIB,,,,,,,,
5143,NEIL CARTER,,,,,,,,
5144,MOOBY CORP,,,,,,,,
5145,TRINIDAD LTDA. Y CIA. S.CC.S.,TRINIDAD LTDA. Y CIA. S.C.S. ,98,TRINIDAD LTDA. Y CIA. S.C.S. ,96,TRINIDAD LTDA. Y CIA. S.C.S. ,98,TRINIDAD LTDA. Y CIA. S.C.S. ,98
5146,IQRIT REHMANN,,,,,,,,
5147,BIG BELLY BURGER ,,,,,,,,
5148,"AON PREMIUM FINANCE, LLC",,,,,,,,
5149,MARIO TURNER,,,,,,,,
5150,FAIZ NASSER,,,,,,,,
5151,"HEALTH NETWORK AMERICA, INC.",,,,,,,,
5152,ATTIQ ABDOU,,,,,,,,
5153,KRISHNAH EVANS,,,,,,,,
5154,GIFF WILLIAMS,,,,,,,,
5155,AHLAM JAMIL,,,,,,,,
5156,REG PATEL,,,,,,,,
5157,DEBEE DAVIES,,,,,,,,
5158,MY SMITH,,,,,,,,
5159,MERILL DAVIES,,,,,,,,
5160,FUJAI SALAME,,,,,,,,
5161,MUHIB SALIH,,,,,,,,
5162,QUANTA SPECIALTY LINES INS CO,,,,,,,,
5163,HABIB YOUSSEF,,,,,,,,
5164,YEHUDI TAYLOR,,,,,,,,
5165,AKHLAQ AZAD,,,,,,,,
5166,JOSIAS BROWN,,,,,,,,
5167,TAHERA SABER,,,,,,,,
5168,"FIRST SEALORD SURETY, INC.",,,,,,,,
5169,AMERITAS LIFE INSURANCE CORP,,,,,,,,
5170,JEDD JONES,,,,,,,,
5171,HILLY JACKSON,,,,,,,,
5172,SULAYK FAWAZ,,,,,,,,
5173,CHRISTINE BROWN,,,,,,,,
5174,WILLIE SMITH,,,,,,,,
5175,MUBARAK ABOUD,,,"AL-BINALI, TURKI MUBARAK ABDULLAH AHMAD; AL BINALI, TURKI MUBARAK ABDULLAH; AL-BIN'ALI, TURKI MUBARAK; AL-BENALI, TURKI;  AL-ATHARI, ABU HUMAN BAKR IBN ABD AL-AZIZ; AL-ATHARI, ABU-BAKR; AL-SALAFI, ABU HAZM; AL-BAHRAYNI, ABU HUDHAYFA; AL-ATHARI, ABU HUMAN; AL-MUDARI, ABU KHUZAYMA; AL-SULAMI, ABU SUFYAN; ABU DERGHAM",85,,,,
5176,NAPPY JONES,,,,,,,,
5177,ILIAS MOSTAFA,,,,,,,,
5178,ATHIR BEN,,,,,,,,
5179,JOURDAN TAYLOR,,,URDANETA ,88,,,,
5180,SABBURAH MASSOUD,,,,,,,,
5181,TAWSEEF MOMIN,,,,,,,,
5182,MUJAB NASRALLAH,,,,,,,,
5183,BUSHR FARRAH,,,,,,,,
5184,ERHART WILSON,,,,,,,,
5185,LAMIAH HALLAL,,,,,,,,
5186,WILDAN BASHIR,,,,,,,,
5187,JOHN EVANS,,,,,,,,
5188,TADES ALLEN,,,,,,,,
5189,KHULUS AMEEN,,,,,,,,
5190,QABEEL WAHAB,,,,,,,,
5191,DEMETRIS SMITH,,,,,,,,
5192,AXA INSURANCE COMPANY,AFRICADA INSURANCE COMPANY ,85,AFRICADA INSURANCE COMPANY ,95,AFRICADA INSURANCE COMPANY ,85,IRAN INSURANCE COMPANY; BIMEH IRAN; ,89
5193,IORGOS MACKAY,,,,,,,,
5194,MEDMARC CASUALTY INS CO,,,,,,,,
5195,FARM FAMILY LIFE INS CO,,,,,,,,
5196,ABDUL BASIR KAMEL,,,,,,,,
5197,MAHRUS ARSHAD,,,PARSHAD ,86,,,,
5198,LYDON PHILLIPS,,,,,,,,
5199,MAIMUN AZIZI,,,,,,,,
5200,SHIREEN GHAZI,,,,,,,,
5201,KING PATEL,,,,,,,,
5202,LAQEET FAYAD,,,,,,,,
5203,EMILIO DAVIS,,,,,,,,
5204,NASHAT ASAD,,,,,,,,
5205,MAHMUD BAHADHIQ,,,"BAHAZIQ, MAHMOUD MOHAMMAD AHMED; BAHAZIQ, MAHMOUD; BAHADHIQ, MAHMUD; BAHADHIQ, MAHMUD MUHAMMAD AHMAD;  ABU ABD AL-AZIZ; ABU ABDUL AZIZ; SHAYKH SAHIB.",87,,,"BAHAZIQ, MAHMOUD MOHAMMAD AHMED; BAHAZIQ, MAHMOUD; BAHADHIQ, MAHMUD; BAHADHIQ, MAHMUD MUHAMMAD AHMAD;  ABU ABD AL-AZIZ; ABU ABDUL AZIZ; SHAYKH SAHIB.",100
5206,RAASHID FARHA,,,,,,,,
5207,HURRAH BILAL,,,,,,,,
5208,PENN MUTUAL LIFE INS CO,,,,,,,,
5209,TALAL YOUNES,,,YOUNES ,100,,,YOUNES ,100
5210,PAMELA WATSON,,,,,,,,
5211,BARRET JONES,,,,,,,,
5212,AAQIL JAVED,,,,,,,,
5213,RIHAB ZAHER,,,,,,,,
5214,THORSTEIN TURNER,,,,,,,,
5215,JEREME JONES,,,,,,,,
5216,FARHEEN ISLAM,,,,,,,,
5217,HARLEY JOHNSON,,,,,,,,
5218,PARNELL COOPER,,,,,,,,
5219,RAEES LODI,,,,,,,,
5220,ZIAD MAHMOUD,,,,,,,,
5221,DAGHFAL SAADEH,,,,,,,,
5222,ODY DAVIES,,,,,,,,
5223,ABDUL BADI DAWOOD,,,,,,,,
5224,MIRSAB ZAHRA,,,,,,,,
5225,MARC SMITH,,,,,,,,
5226,RABAH NASRALLAH,,,,,,,,
5227,ABDUL QUDDUS ZAKI,,,,,,,,
5228,QAIM YOUNIS,,,,,,,,
5229,MUHAMMAD NAEEM SHEIKH,,,"SHEIKH, MUHAMMAD NAEEM; SHEIKH, MOHAMMAD NAYEEM; NAEEM, MUHAMMAD;  NAEEM, SHEIKH; NAIM, SHAIKH",95,,,"SHEIKH, MUHAMMAD NAEEM; SHEIKH, MOHAMMAD NAYEEM; NAEEM, MUHAMMAD;  NAEEM, SHEIKH; NAIM, SHAIKH",100
5230,MAX SINGAPORE INTERNATIONAL PTE. LTD.,,,,,,,CK INTERNATIONAL LTD ,92
5231,SAYFIYY ULLAH,,,,,,,,
5232,RAGHIDAH SIDDIQUE,,,,,,,,
5233,ABDUS-SAMAD ANSARI,,,,,,,,
5234,MUJIBUR MALAK,,,,,,,,
5235,MIKAIL PASHA,,,,,,,,
5236,HADIYAH FARRAN,,,,,,,,
5237,ENCOMPASS INDEMNITY COMPANY,,,,,,,,
5238,MARID RABBANI,,,ABBA ,100,,,,
5239,SHAYMA SULTAN,,,,,,,,
5240,RABBANI KASSEM,,,ABBA ,100,,,,
5241,KHAFID KHALIFA,,,,,,,,
5242,IZAAN MOHAMMED,,,"SULAIMAN, MOHAMMED IBRAHIM ",86,,,,
5243,ANIS SYED,,,,,,,,
5244,KHALIL AL ALLAH HASHIM,,,,,,,,
5245,DIYA AL DIN SULEIMAN,,,,,,,,
5246,HAM WALKER,,,,,,,,
5247,ABBUDIN ISMAEL,,,,,,,"ISMAEL, ISMAEL ",100
5248,ABT'HI MITRI,,,,,,,,
5249,ABDUL-LATEEF MOHIUDDIN,,,,,,,,
5250,AMMAR SALAH,,,,,,,,
5251,FARID HAFEEZ,,,,,,,,
5252,ADRIATIC INSURANCE COMPANY,AFRICADA INSURANCE COMPANY ,85,AFRICADA INSURANCE COMPANY ,85,AFRICADA INSURANCE COMPANY ,85,AFRICADA INSURANCE COMPANY ,85
5253,AMBLE LEE,,,,,,,,
5254,MAXIE SMITH,,,,,,,,
5255,TAMEEZ ABDELRAHMAN,,,,,,,,
5256,TAYMULLAH ABDELRAHMAN,,,,,,,,
5257,TODDY SMITH,,,,,,,,
5258,ZSA ZSA DAVIES,,,,,,,,
5259,YASIRAH SHEHATA,,,,,,,,
5260,ABSTERGO INDUSTRIES ,,,,,,,,
5261,NAAZ ALLEE,,,,,,,,
5262,DAVID SMITH,,,,,,,,
5263,OWAIS RIAZ,,,,,,,,
5264,ABDUL AHAD HARIRI,,,,,,,,
5265,SHANNAN JONES,,,,,,,,
5266,BILAL HUQ,,,,,,,,
5267,KASHIF SALAMA,,,,,,,,
5268,DAVY TAYLOR,,,,,,,,
5269,KATIE BROWN,,,,,,,,
5270,TRANS PACIFIC INSURANCE CO,,,,,,,,
5271,AMANDA GRAY,,,,,,,,
5272,CONTINENTAL ASSURANCE CO,,,,,,,,
5273,FAISAL VOHRA,,,,,,,,
5274,"NBFSA, LLC",,,,,,,,
5275,ELSPETH JONES,,,,,,,,
5276,SUHEB SANI,,,SANIA ,89,,,,
5277,FARIQ AMBER,,,,,,,,
5278,DERREK TURNER,,,,,,,,
5279,MAHAD MATTAR,,,,,,,,
5280,SUWAYBIT YOUNES,,,YOUNES ,100,,,YOUNES ,100
5281,BASHARAT ABBAS,,,ABBA ,100,,,,
5282,DAAMIN ABOOD,,,,,,,,
5283,RAONAR MASIH,,,,,,,,
5284,JASUN TURNER,,,,,,,,
5285,UROOJ BADIE,,,,,,,,
5286,UNITED OF OMAHA LIFE INS CO,,,,,,,,
5287,RESOURCE LIFE INSURANCE CO,,,,,,,,
5288,PREMIUM FINANCING SPECIALISTS,,,,,,,,
5289,ABDUL-KHALIQ WAHEED,,,,,,,,
5290,ABRAN CARTER,,,,,,,,
5291,LILLIS JONES,,,,,,,,
5292,AMANY LODI,,,,,,,,
5293,ABDUL WALI SULEIMAN,,,,,,,,
5294,ABDUL LATIF OBEID,,,,,,,,
5295,HAROON JABBAR,,,ABBA ,100,,,,
5296,BLAKE WOOD,,,,,,,,
5297,ALIX DAVIS,,,,,,,,
5298,ABDUL-MUJEEB HAQ,,,,,,,,
5299,PAUL HERNANDEZ,,,"GRAJALES HERNANDEZ, AGUSTIN ",86,,,,
5300,MISKEENAH HUQ,,,,,,,,
5301,NAZEER GULER,,,,,,,,
5302,ZUEHB SAFAR,,,,,,,,
5303,KENAF SOCKS FACTORY,,,,,,,,
5304,COMMERCE PROTECTIVE INS CO,,,,,,,,
5305,MUHSIN SHAREEF,,,,,,,,
5306,JIYAD OBEID,,,,,,,,
5307,IQTIDAR GHATTAS,,,,,,,,
5308,ABDUS AMER,,,,,,,,
5309,AYYUB SALAAM,,,,,,,,
5310,OFFICE OF SCIENTIFIC AND TECHNICAL COOPERATION,,,CENTER FOR INNOVATION AND TECHNOLOGY COOPERATION; TECHNOLOGY COOPERATION OFFICE; OFFICE OF SCIENTIFIC AND TECHNICAL COOPERATION; PRESIDENCY OFFICE OF SCIENTIFIC AND INDUSTRIAL STUDIES;  CITC; TCO; F.K.A. POSIS; F.K.A. OSIS.,100,,,CENTER FOR INNOVATION AND TECHNOLOGY COOPERATION; TECHNOLOGY COOPERATION OFFICE; OFFICE OF SCIENTIFIC AND TECHNICAL COOPERATION; PRESIDENCY OFFICE OF SCIENTIFIC AND INDUSTRIAL STUDIES;  CITC; TCO; F.K.A. POSIS; F.K.A. OSIS.,100
5311,NOMAN SYED,,,,,,,,
5312,FIRST RELIANCE STANDARD LIFE INS CO,,,,,,,,
5313,TATIANIA JONES,,,,,,,,
5314,JUZAR MADY,,,,,,,,
5315,NASIR NAZIR,,,,,,,"KHAN, NASIR ALI; KHAN, ALI; KHAN, NAFIR ALI; KHAN, NAZIR ALI; KHAN, NISAN ALI; KHAN, NISAR ALI; NASIR, ALI KHAN; NASIR, KHAN ALI; ",100
5316,THA'LABAH DAOUD,,,,,,,,
5317,MERASTAR INSURANCE CO,,,,,,,,
5318,LAILA ABRAHAM,,,HAMD ,86,,,,
5319,REEBA DAVIES,,,,,,,,
5320,MUNJID SADRI,,,,,,,,
5321,GUNTAR WILLIAMS,,,,,,,,
5322,SEAMUS SMITH,,,,,,,,
5323,SADIT RAYES,,,,,,,,
5324,LASHKAR I JHANNGVI,,,LASHKAR I JHANGVI; LASHKAR E JHANGVI; LASHKAR-I-JHANGVI;  LJ.,94,,,LASHKAR I JHANGVI; LASHKAR E JHANGVI; LASHKAR-I-JHANGVI;  LJ.,85
5325,ASTRIX EDWARDS,,,,,,,,
5326,SOFIAN BANGURA,,,,,,,,
5327,ABIGAEL HARRISON,,,,,,,,
5328,NAJI SALIM,,,"AL-MANSUR, SALIM MUSTAFA MUHAMMAD; MANSUR AL-IFRI, SALIM MUSTAFA MUHAMMAD; MUSTAFA, SALIM MANSUR; MANSUR, SALIM;  AL-IFRI, SALEEM; AL-SHAKLAR, HAJJI SALIM",90,,,,
5329,RABIT ASSAF,,,,,,,,
5330,STATE FARM ANNUITY & LIFE,,,,,,,,
5331,ADBUL-QAWI RAMADAN,,,,,,,,
5332,"U.S. IMAGING NETWORK, LLC",,,,,,,,
5333,RASHEED RASSI,,,,,,,,
5334,SAJI DAR,,,,,,,,
5335,FASTEN TOURISM DUBAI,,,,,,,,
5336,QURBAN ADEL,,,,,,,,
5337,PATON SMITH,,,,,,,,
5338,RAHEEL AKBAR,,,,,,,,
5339,MATTHEW BROWN,,,,,,,,
5340,NIZAR UDDIN,,,,,,,,
5341,FELIKS JONES,,,,,,,,
5342,MUBASSIRAH RASUL,,,,,,,,
5343,YASIR RASHED,,,,,,,,
5344,ZAEEM MEER,,,,,,,,
5345,MACPAR  MAKINA SAN VE TIC A.S.,,,MACPAR MAKINA SAN VE TIC A.S.; MACPAR MAKINA;  MAKPA.,97,,,MACPAR MAKINA SAN VE TIC A.S.; MACPAR MAKINA;  MAKPA.,100
5346,DAVID JONES,,,,,,,,
5347,DOLPH MACKAY,,,,,,,,
5348,SHUNEAL HUSAIN,,,,,,,,
5349,UZAYR MAHDI,,,,,,,,
5350,SIG MUIR,,,SIG ,100,,,SIG ,100
5351,CLARE JONES,,,,,,,,
5352,DAVID THOMAS,,,,,,,,
5353,MEHRNAZ HASSEN,,,,,,,,
5354,LEELAND TAYLOR,,,,,,,,
5355,SAIHAH MASSOUD,,,,,,,,
5356,CARMELITA MARTIN,,,ARTIN ,100,,,,
